,cell_index,name,age,X,signal_level,dz/dt,time_win_left,time_win_right,mortality,status
1534,130,07-13-AH,10.5,2.334072250683535,0.11944138396618402,0.03256928451957032,7,14,98,1
1535,130,07-13-AH,17.5,0.1666774235448013,0.1383469229885836,0.0020079644700946903,14,21,98,1
1536,130,07-13-AH,24.5,0.37155548023551194,0.13653728716106525,0.004535458017379154,21,28,98,1
1537,130,07-13-AH,31.5,-0.39591326729066556,0.14071596532907849,-0.004689272066188822,28,35,98,1
1538,130,07-13-AH,38.5,-0.12838312757453998,0.13424160083240314,-0.00159393122522457,35,42,98,1
1539,130,07-13-AH,45.5,0.0764315538651001,0.14382177178048464,0.0008857207189946838,42,49,98,1
1540,130,07-13-AH,52.5,1.8307357188664695,0.15125211676649344,0.020173114025381456,49,56,98,1
1541,130,07-13-AH,59.5,0.6609833482834541,0.1634871913832283,0.006738380569664438,56,63,98,1
1542,130,07-13-AH,66.5,0.26212506883425574,0.17910030136335434,0.0024392762680920227,63,70,98,1
1543,130,07-13-AH,73.5,1.3346661285034636,0.17854586899827193,0.012458667120028981,70,77,98,1
1544,130,07-13-AH,80.5,0.33628061664221426,0.18898602927390015,0.0029656567554599317,77,84,98,1
1545,130,07-13-AH,87.5,7.332784469412368,0.2373228582753511,0.051496545835635364,84,91,98,1
1547,131,07-13-AT,3.5,9.665479479230765,0.12085203670524895,0.13329632585898274,0,7,98,1
1548,131,07-13-AT,10.5,3.1539172546095844,0.17368352123379463,0.03026498265547513,7,14,98,1
1549,131,07-13-AT,17.5,1.0026785673802585,0.20741845797273611,0.008056809225018073,14,21,98,1
1550,131,07-13-AT,24.5,0.7706886610989528,0.206857510843886,0.006209497042633262,21,28,98,1
1551,131,07-13-AT,31.5,-0.782805749585253,0.2165200331384141,-0.006025660676278941,28,35,98,1
1552,131,07-13-AT,38.5,-0.8948562191440353,0.19853801053048617,-0.007512047833670178,35,42,98,1
1553,131,07-13-AT,45.5,0.6421248173639267,0.21187105101686227,0.0050512234861887885,42,49,98,1
1554,131,07-13-AT,52.5,1.8548770165646233,0.2200951000927786,0.01404602689006344,49,56,98,1
1555,131,07-13-AT,59.5,0.6132053627169131,0.23525731986763176,0.00434421738051151,56,63,98,1
1556,131,07-13-AT,66.5,0.6967378126421042,0.25337157267267585,0.004583109602579619,63,70,98,1
1557,131,07-13-AT,73.5,0.7312838184534171,0.24849703068471385,0.00490471198279796,70,77,98,1
1558,131,07-13-AT,80.5,3.420867002157765,0.27362762966037785,0.020836510591685554,77,84,98,1
1559,131,07-13-AT,87.5,11.035166918780666,0.38443466064402376,0.04784153654049652,84,91,98,1
1561,132,07-14-A,3.5,7.869331021761023,0.09884684591869239,0.13268558628287833,0,7,100,1
1562,132,07-14-A,10.5,3.5709753982618384,0.14857382609313974,0.04005837246217719,7,14,100,1
1563,132,07-14-A,17.5,0.7855431271889471,0.17827647436263253,0.007343866037264049,14,21,100,1
1564,132,07-14-A,24.5,0.7808448119045174,0.18155602490453054,0.007168079497913632,21,28,100,1
1565,132,07-14-A,31.5,0.192425400897843,0.19602868210197763,0.0016360310035118556,28,35,100,1
1566,132,07-14-A,38.5,-0.5166918769666861,0.18759177525661744,-0.004590569746993384,35,42,100,1
1567,132,07-14-A,45.5,0.335642799678118,0.1990245437937906,0.00281073206081455,42,49,100,1
1568,132,07-14-A,52.5,1.3669093195420556,0.2058751537498573,0.011065843341177535,49,56,100,1
1569,132,07-14-A,59.5,0.3217802169093882,0.21255251222976054,0.0025231428972052245,56,63,100,1
1570,132,07-14-A,66.5,1.0941394835210352,0.2312121547285173,0.007886980716950502,63,70,100,1
1571,132,07-14-A,73.5,2.6318340442457497,0.2439433678888954,0.01798118190997801,70,77,100,1
1572,132,07-14-A,80.5,-0.5885835443084405,0.2625411797139032,-0.0037364522202436496,77,84,100,1
1573,132,07-14-A,87.5,12.584075826125986,0.3301141404928904,0.06353396337065324,84,91,100,1
1575,133,07-14-BH,3.5,7.758616109909759,0.0918056009846117,0.14085226512505566,0,7,80,1
1576,133,07-14-BH,10.5,2.1454811839250647,0.1337726631430339,0.026730438709925974,7,14,80,1
1577,133,07-14-BH,17.5,0.5628864969279154,0.15238764516521539,0.006156300666825122,14,21,80,1
1578,133,07-14-BH,24.5,-0.09566156130273057,0.15121378363755317,-0.0010543743544352121,21,28,80,1
1579,133,07-14-BH,31.5,-0.028883007536829503,0.1565170432409811,-0.00030755977047560086,28,35,80,1
1580,133,07-14-BH,38.5,0.5805999051336257,0.15572368110394066,0.006213997137083831,35,42,80,1
1581,133,07-14-BH,45.5,2.2053272243263997,0.18326859556855682,0.0200555112155175,42,49,80,1
1582,133,07-14-BH,52.5,1.8685065505353016,0.2072408874445053,0.015026849299028469,49,56,80,1
1583,133,07-14-BH,59.5,1.7731370377256706,0.22495399298071886,0.013137034631177887,56,63,80,1
1584,133,07-14-BH,66.5,4.96944575208145,0.2823131655247592,0.02933766681198592,63,70,80,1
1585,133,07-14-BH,73.5,11.98128580055239,0.39802616257428053,0.05016959070840147,70,77,80,1
1586,133,07-14-BH,80.5,9.335100493911103,0.5810286163687646,0.026777512130849286,77,84,80,1
1587,134,07-14-BT,10.5,2.3328209589013644,0.09446256765359011,0.04115953046883441,7,14,86,1
1588,134,07-14-BT,17.5,1.5725178604041294,0.12024010173450135,0.021796913532729705,14,21,86,1
1589,134,07-14-BT,24.5,0.6644339735680862,0.13078161023497614,0.008467474547508291,21,28,86,1
1590,134,07-14-BT,31.5,-0.5741912818590077,0.13244731756057782,-0.007225404692151002,28,35,86,1
1591,134,07-14-BT,38.5,0.22009026408488466,0.1312522643464496,0.002794748788789666,35,42,86,1
1592,134,07-14-BT,45.5,0.5814249688041646,0.14057162007993956,0.006893579330753519,42,49,86,1
1593,134,07-14-BT,52.5,2.0966088078408913,0.15416409584243365,0.022666419142363843,49,56,86,1
1594,134,07-14-BT,59.5,2.301860249871211,0.1803902859849347,0.021267407659111708,56,63,86,1
1595,134,07-14-BT,66.5,2.15428479963383,0.219804163900349,0.016334880114847006,63,70,86,1
1596,134,07-14-BT,73.5,10.35089390973425,0.2975035540442671,0.05798750843490813,70,77,86,1
1597,134,07-14-BT,80.5,12.33479605075837,0.47618929726217046,0.04317189306044445,77,84,86,1
1598,134,07-14-BT,87.5,20.164513342785696,0.7919527337250551,0.042436272780950836,84,91,86,1
1599,136,07-17-AH,3.5,5.36324040908519,0.06751060335322923,0.13240489006404974,0,7,102,1
1600,136,07-17-AH,10.5,1.5787497112933304,0.09746443962460617,0.02699702095407035,7,14,102,1
1601,136,07-17-AH,17.5,0.42922080982263633,0.10989535200246604,0.006509538423017269,14,21,102,1
1602,136,07-17-AH,24.5,0.2807215112733582,0.11142155102477526,0.0041990905812427926,21,28,102,1
1603,136,07-17-AH,31.5,-0.46809401752027685,0.11186487675879452,-0.0069740987383315935,28,35,102,1
1604,136,07-17-AH,38.5,0.2283378442102237,0.10920554040119093,0.003484833024822942,35,42,102,1
1605,136,07-17-AH,45.5,0.6265880744934751,0.12346432655633759,0.00845842266035119,42,49,102,1
1606,136,07-17-AH,52.5,1.7797974688229852,0.13425703408440134,0.022094403730386132,49,56,102,1
1607,136,07-17-AH,59.5,0.8869649622199701,0.1467429569987246,0.01007390724071433,56,63,102,1
1608,136,07-17-AH,66.5,-0.3515954180786961,0.15653167955974692,-0.003743602350096964,63,70,102,1
1609,136,07-17-AH,73.5,4.74881707607038,0.17346588698690266,0.04562681034445439,70,77,102,1
1610,136,07-17-AH,80.5,7.050690727023278,0.26422835547369766,0.044473467620984454,77,84,102,1
1611,136,07-17-AH,87.5,8.543380080649232,0.38895094946886033,0.03660864389334017,84,91,102,1
1613,136,07-17-AH,101.5,21.089385148296362,0.5755132740711384,0.06107413474326899,98,105,102,1
1614,137,07-17-AT,17.5,2.5412463981794198,0.2925419673132922,0.0144779591883189,14,21,96,1
1615,137,07-17-AT,24.5,0.04456256771924398,0.30324464233629395,0.0002449208850864859,21,28,96,1
1616,137,07-17-AT,31.5,-2.4504010716341407,0.29252654239619613,-0.01396113239025522,28,35,96,1
1617,137,07-17-AT,38.5,0.5520769305068374,0.2698693925005829,0.003409531584836573,35,42,96,1
1618,137,07-17-AT,45.5,4.428960588076555,0.3363614405074754,0.021945443475895506,42,49,96,1
1619,137,07-17-AT,52.5,3.97449579071343,0.3907561394629574,0.016952157579131273,49,56,96,1
1620,137,07-17-AT,59.5,-0.5613154445112043,0.39737693885973313,-0.0023542527242181783,56,63,96,1
1621,137,07-17-AT,66.5,-1.1571580826383372,0.4062795934416328,-0.004746969415962793,63,70,96,1
1622,137,07-17-AT,73.5,2.397209374446929,0.38257413553539493,0.010443332641450634,70,77,96,1
1623,137,07-17-AT,80.5,-1.0089459249533643,0.40676703873250847,-0.004134003941982997,77,84,96,1
1624,137,07-17-AT,87.5,11.840703646264972,0.4808126983461079,0.041044061741694296,84,91,96,1
1626,138,07-17-B,3.5,7.380987163112413,0.11530380777458764,0.10668897679340335,0,7,96,1
1627,138,07-17-B,10.5,3.472952508479295,0.16298878673656408,0.03551320490626315,7,14,96,1
1628,138,07-17-B,17.5,1.2632537374804276,0.20491138049711757,0.010274797284040205,14,21,96,1
1629,138,07-17-B,24.5,0.7139110336434729,0.2050903358818585,0.0058015981963408115,21,28,96,1
1630,138,07-17-B,31.5,-0.9220144790630589,0.20849813525973598,-0.007370285573653228,28,35,96,1
1631,138,07-17-B,38.5,0.3519398178969748,0.2009703544873945,0.0029186710878714,35,42,96,1
1632,138,07-17-B,45.5,1.5159504860435706,0.2315390570069398,0.010912129366278896,42,49,96,1
1633,138,07-17-B,52.5,2.0786451854961503,0.2488098455775581,0.013923921034763356,49,56,96,1
1634,138,07-17-B,59.5,0.046852194004863255,0.2552003155622972,0.00030598312480943434,56,63,96,1
1635,138,07-17-B,66.5,0.7935723629541128,0.2743628963047783,0.004820697779244455,63,70,96,1
1636,138,07-17-B,73.5,1.4162217314557721,0.2716511244248254,0.008688973982434138,70,77,96,1
1637,138,07-17-B,80.5,3.980749634499872,0.3204922906284164,0.02070122407985997,77,84,96,1
1638,138,07-17-B,87.5,7.491817876760228,0.3928457627290222,0.03178439049766862,84,91,96,1
1640,139,08-01-AHH,3.5,5.439566250243554,0.08115635609586466,0.11170959597664687,0,7,85,1
1641,139,08-01-AHH,10.5,2.99429382499513,0.12645576374636233,0.03946431194970956,7,14,85,1
1642,139,08-01-AHH,17.5,1.6036053135082557,0.15853628086611232,0.01685844721417994,14,21,85,1
1643,139,08-01-AHH,24.5,0.9339666737290006,0.16846842533294187,0.00923977961926906,21,28,85,1
1644,139,08-01-AHH,31.5,0.20391967313954423,0.17748094566337097,0.0019149442810828055,28,35,85,1
1645,139,08-01-AHH,38.5,-0.778952760831527,0.1710959105309688,-0.007587876281536787,35,42,85,1
1646,139,08-01-AHH,45.5,0.5798091540917464,0.17944801612911873,0.005385117155363764,42,49,85,1
1647,139,08-01-AHH,52.5,1.0701204572955911,0.18753074136263612,0.009510622538646913,49,56,85,1
1648,139,08-01-AHH,59.5,-0.42018816917123625,0.18654936542364733,-0.003754039118251649,56,63,85,1
1649,139,08-01-AHH,66.5,1.6988561783552798,0.19914983407076456,0.014217571293177005,63,70,85,1
1650,139,08-01-AHH,73.5,4.4173844275280905,0.23888509011219367,0.030819451208762075,70,77,85,1
1651,139,08-01-AHH,80.5,15.392897266603882,0.3634863927881356,0.07057988768406663,77,84,85,1
1652,140,08-01-AHT,17.5,3.2939232068313,0.24241639927922284,0.02264645472710818,14,21,95,1
1653,140,08-01-AHT,24.5,1.2398306014395186,0.27481992414392087,0.007519048490277521,21,28,95,1
1654,140,08-01-AHT,31.5,0.45576687211927613,0.2834545027688221,0.0026798355507220346,28,35,95,1
1655,140,08-01-AHT,38.5,-0.49291393922437665,0.28618891280471465,-0.0028705627481844715,35,42,95,1
1656,140,08-01-AHT,45.5,0.6848043154447909,0.3031722007587466,0.0037646608854139474,42,49,95,1
1657,140,08-01-AHT,52.5,1.0645259830748568,0.3094307676964328,0.005733786542946555,49,56,95,1
1658,140,08-01-AHT,59.5,-0.8842639673217114,0.2991620419252964,-0.004926337811390973,56,63,95,1
1659,140,08-01-AHT,66.5,0.21860943850559664,0.3093530912534836,0.0011777773504692318,63,70,95,1
1660,140,08-01-AHT,73.5,1.7259769521845585,0.30533712316294903,0.009421154636692384,70,77,95,1
1661,140,08-01-AHT,80.5,3.6897835961983545,0.34057291927433514,0.01805674784742253,77,84,95,1
1662,140,08-01-AHT,87.5,13.47594877872573,0.48503019797695324,0.04630621912798254,84,91,95,1
1664,141,08-01-ATH,3.5,6.933743938827707,0.09361223704632668,0.12344796217536437,0,7,92,1
1665,141,08-01-ATH,10.5,2.2359250550956804,0.13967066438168388,0.026680919540191517,7,14,92,1
1666,141,08-01-ATH,17.5,2.3327068934673347,0.17097716257707946,0.02273897147341447,14,21,92,1
1667,141,08-01-ATH,24.5,0.8651999055378378,0.18490089700567597,0.007798771481994473,21,28,92,1
1668,141,08-01-ATH,31.5,0.9431329544893385,0.19804216771624208,0.007937139224483025,28,35,92,1
1669,141,08-01-ATH,38.5,0.9452050787527987,0.2107467145728966,0.007475047955617954,35,42,92,1
1670,141,08-01-ATH,45.5,0.07494833291697198,0.23264679438107008,0.0005369250349108495,42,49,92,1
1671,141,08-01-ATH,52.5,2.417621766288995,0.24110035163785049,0.01671241697952416,49,56,92,1
1672,141,08-01-ATH,59.5,-0.9328661502917743,0.2518496217850372,-0.006173433599515252,56,63,92,1
1673,141,08-01-ATH,66.5,0.8304551313608723,0.2579807576826111,0.005365097374061815,63,70,92,1
1674,141,08-01-ATH,73.5,6.050310800230904,0.28323037913801474,0.035603000512894965,70,77,92,1
1675,141,08-01-ATH,80.5,7.927472610422652,0.4181522926511357,0.03159723044189445,77,84,92,1
1676,141,08-01-ATH,87.5,11.985117584951789,0.5750522247801929,0.03473631631032283,84,91,92,1
1678,142,08-01-ATT,10.5,3.0604507514487262,0.14254710159566372,0.035782918034228964,7,14,101,1
1679,142,08-01-ATT,17.5,1.1050653002070947,0.1730315381864464,0.010644160709942903,14,21,101,1
1680,142,08-01-ATT,24.5,0.6503085987423289,0.17973513736991695,0.0060302491790453685,21,28,101,1
1681,142,08-01-ATT,31.5,0.7094215800320457,0.19179165888447122,0.006164862992115985,28,35,101,1
1682,142,08-01-ATT,38.5,-0.03886999947342595,0.18723550996840915,-0.00034599917754191134,35,42,101,1
1683,142,08-01-ATT,45.5,1.1364810908137515,0.21322918655880577,0.00888309514248358,42,49,101,1
1684,142,08-01-ATT,52.5,3.3367025372790167,0.2362736192245829,0.023536994581604225,49,56,101,1
1685,142,08-01-ATT,59.5,0.7882023575927977,0.2618616593001866,0.005016658794184384,56,63,101,1
1686,142,08-01-ATT,66.5,1.4543491201966081,0.2920914086843151,0.008298481667933566,63,70,101,1
1687,142,08-01-ATT,73.5,2.6595588772014622,0.29587917140572156,0.01498110903721217,70,77,101,1
1688,142,08-01-ATT,80.5,6.960619315886249,0.3849669432764747,0.03013513860282841,77,84,101,1
1689,142,08-01-ATT,87.5,7.499103304365784,0.5083781679610835,0.024585055564842962,84,91,101,1
1691,143,08-03-AHH,3.5,7.179349707909102,0.11682579414789325,0.10242243961438502,0,7,102,2
1692,143,08-03-AHH,10.5,1.111056091885041,0.14855630845780718,0.012465038828476747,7,14,102,2
1693,143,08-03-AHH,17.5,1.2190349539803291,0.1700611683731282,0.011947024372094026,14,21,102,2
1694,143,08-03-AHH,24.5,-1.0123006793234424,0.16652528085703383,-0.010131601581389196,21,28,102,2
1695,143,08-03-AHH,31.5,-0.24090029412910102,0.15790294947129474,-0.0025427041835476122,28,35,102,2
1696,143,08-03-AHH,38.5,0.18201619111057885,0.15361481013671047,0.001974811662024345,35,42,102,2
1697,143,08-03-AHH,45.5,-0.4976075673091458,0.160332332804188,-0.005172668113848961,42,49,102,2
1698,143,08-03-AHH,52.5,1.875692744850719,0.16831359126724393,0.01857339357573074,49,56,102,2
1699,143,08-03-AHH,59.5,-0.6012618515193515,0.17567438649145428,-0.005704320964936647,56,63,102,2
1700,143,08-03-AHH,66.5,2.352916016140438,0.19099701098748575,0.020531874678522258,63,70,102,2
1701,143,08-03-AHH,73.5,0.22171112202114757,0.19495725811471135,0.0018953823021274272,70,77,102,2
1702,143,08-03-AHH,80.5,-0.4826838973862847,0.19876616351994333,-0.004047334556667424,77,84,102,2
1703,143,08-03-AHH,87.5,2.234815087847903,0.20269389038696423,0.018375945155371998,84,91,102,2
1705,144,08-03-AHTH,10.5,0.3923470777987701,0.10236773946111943,0.006387869848192237,7,14,65,1
1706,144,08-03-AHTH,17.5,0.6341718485185401,0.11270100791204098,0.009378381794856235,14,21,65,1
1707,144,08-03-AHTH,24.5,0.7496061159224169,0.11827101960291089,0.01056339524874285,21,28,65,1
1708,144,08-03-AHTH,31.5,1.0745132443845833,0.13258607418125354,0.013507115421936593,28,35,65,1
1709,144,08-03-AHTH,38.5,1.0060195316536396,0.14268696734870295,0.011750892534741184,35,42,65,1
1710,144,08-03-AHTH,45.5,0.9775068474361917,0.16575495993098185,0.009828834562408795,42,49,65,1
1711,144,08-03-AHTH,52.5,3.4025235276154397,0.1896244647869448,0.02990580647068573,49,56,65,1
1712,144,08-03-AHTH,59.5,3.407747189788981,0.23706792218925526,0.023957600831015002,56,63,65,1
1713,145,08-03-AHTT,52.5,2.55154337698351,0.22062348035776513,0.019275247983924944,49,56,66,1
1714,145,08-03-AHTT,59.5,8.286877955018726,0.2705021250569276,0.05105861277599168,56,63,66,1
1715,146,08-04-AH,3.5,5.113047594786256,0.0605163322455219,0.14081729138402996,0,7,87,1
1716,146,08-04-AH,10.5,2.029233851016507,0.09630061846504186,0.03511977879548684,7,14,87,1
1717,146,08-04-AH,17.5,0.5219725438872939,0.11319453316508418,0.007685479284970462,14,21,87,1
1718,146,08-04-AH,24.5,0.6249805412051838,0.1147331970469762,0.00907875194060432,21,28,87,1
1719,146,08-04-AH,31.5,0.6978379470429635,0.12691415918048052,0.00916417248147743,28,35,87,1
1720,146,08-04-AH,38.5,0.40119097202554854,0.1340036438862072,0.0049898017744232715,35,42,87,1
1721,146,08-04-AH,45.5,-0.6179459841662875,0.13375893329022717,-0.007699747211468885,42,49,87,1
1722,146,08-04-AH,52.5,1.0322787737496006,0.13608260322908652,0.012642796228844233,49,56,87,1
1723,146,08-04-AH,59.5,-0.14801972253653206,0.13971594764023101,-0.0017657221078021732,56,63,87,1
1724,146,08-04-AH,66.5,0.5255291851990594,0.14731752737517873,0.0059455381239268724,63,70,87,1
1725,146,08-04-AH,73.5,2.0137241727877697,0.15266783125601643,0.02198372065047606,70,77,87,1
1726,146,08-04-AH,80.5,7.104093831675117,0.2159309677132742,0.05483306313824912,77,84,87,1
1727,147,08-04-ATH,10.5,2.6831520471458954,0.12513619395758205,0.03573642394855287,7,14,78,1
1728,147,08-04-ATH,17.5,1.4482116843791308,0.15041104805766042,0.016047266286626716,14,21,78,1
1729,147,08-04-ATH,24.5,0.9487060168404396,0.16194801194386557,0.009763483205228438,21,28,78,1
1730,147,08-04-ATH,31.5,1.0444782034905,0.18054763694067105,0.00964176012112269,28,35,78,1
1731,147,08-04-ATH,38.5,-0.13293150544265928,0.17995682516667896,-0.0012311425747030891,35,42,78,1
1732,147,08-04-ATH,45.5,-1.007067596099964,0.1864142475716633,-0.009003850378199736,42,49,78,1
1733,147,08-04-ATH,52.5,2.3764903834847058,0.19105965543115994,0.020730788490482502,49,56,78,1
1734,147,08-04-ATH,59.5,0.3682780285396768,0.20411462414879583,0.0030071177741059258,56,63,78,1
1735,147,08-04-ATH,66.5,0.7680585920460999,0.21893003732415633,0.005847062692063603,63,70,78,1
1736,147,08-04-ATH,73.5,4.746967739750396,0.24404000423344455,0.03241932782469499,70,77,78,1
1737,148,08-04-ATT,45.5,0.551539295507421,0.161954717316725,0.0056758591191965625,42,49,78,1
1738,148,08-04-ATT,52.5,1.292233057532234,0.16984903669038495,0.012680211819391756,49,56,78,1
1739,148,08-04-ATT,59.5,0.3909717307400198,0.17748675676173442,0.003671369983441229,56,63,78,1
1740,148,08-04-ATT,66.5,9.181626934294759,0.2421896312416436,0.06318483363100595,63,70,78,1
1741,148,08-04-ATT,73.5,10.14607343208552,0.38304515908973613,0.044146550310136305,70,77,78,1
1742,148,08-04-ATT,80.5,20.56056825831724,0.6728680269960596,0.05092768921841302,77,84,78,1
1743,149,08-06-AH,3.5,8.074507258752092,0.09702037748414087,0.13870809871998224,0,7,96,1
1744,149,08-06-AH,10.5,4.090950116055308,0.16086455160188465,0.04238503837874517,7,14,96,1
1745,149,08-06-AH,17.5,1.4097468740987615,0.19706708016097182,0.011922732714052047,14,21,96,1
1746,149,08-06-AH,24.5,0.028843823418404215,0.20408385440735452,0.0002355553268546132,21,28,96,1
1747,149,08-06-AH,31.5,0.7287596380961743,0.20518161071772384,0.0059196308703216485,28,35,96,1
1748,149,08-06-AH,38.5,-1.699309869760432,0.20254825814033,-0.013982757206952561,35,42,96,1
1749,149,08-06-AH,45.5,0.6897907966098588,0.2017140560785157,0.0056994110873245475,42,49,96,1
1750,149,08-06-AH,52.5,0.5339302949139645,0.21037794625570322,0.004229929233052788,49,56,96,1
1751,149,08-06-AH,59.5,0.013935266752486452,0.21020905152327302,0.00011048736683399213,56,63,96,1
1752,149,08-06-AH,66.5,0.3016425372687664,0.2198704348301512,0.00228651734146509,63,70,96,1
1753,149,08-06-AH,73.5,0.7323183680530051,0.20984122642054553,0.00581644815102059,70,77,96,1
1754,149,08-06-AH,80.5,3.3913900856464765,0.2332566805514882,0.024232175456012812,77,84,96,1
1755,149,08-06-AH,87.5,11.021376725242916,0.35076219782257845,0.052368702564777325,84,91,96,1
1757,150,08-06-AT,3.5,25.16766658668993,0.276544275358923,0.1516795490464421,0,7,61,1
1758,150,08-06-AT,10.5,8.754670527489575,0.4585019878943132,0.03182345536346786,7,14,61,1
1759,150,08-06-AT,17.5,2.908067099634937,0.5631297854640379,0.00860685871090561,14,21,61,1
1760,150,08-06-AT,24.5,-1.7125429521390332,0.5462785742177441,-0.0052248768087824905,21,28,61,1
1761,150,08-06-AT,31.5,-1.628389496483065,0.5298775795569618,-0.005121904754693794,28,35,61,1
1762,150,08-06-AT,38.5,-2.499855100528166,0.4702184615610941,-0.008860615879935228,35,42,61,1
1763,150,08-06-AT,45.5,0.2696196568331845,0.49610464537542626,0.0009057889276201341,42,49,61,1
1764,150,08-06-AT,52.5,7.128973293264571,0.5404413166474796,0.02198503665327854,49,56,61,1
1765,150,08-06-AT,59.5,-1.0322387141874834,0.5799436946376357,-0.0029664911833451164,56,63,61,1
1766,150,08-06-AT,66.5,2.0793090333432844,0.6326781995126511,0.005477531955805668,63,70,61,1
1767,150,08-06-AT,73.5,3.0375806161780057,0.6189403378439273,0.00817951917293404,70,77,61,1
1768,150,08-06-AT,80.5,-1.5943762738148235,0.6463171968995747,-0.00411143909281477,77,84,61,1
1769,150,08-06-AT,87.5,4.264697235358502,0.6731303498931825,0.010559364507521358,84,91,61,1
1772,151,08-10-A,10.5,1.334061354953851,0.20018677884206118,0.011106805376712452,7,14,96,1
1773,151,08-10-A,17.5,-0.4729756822960449,0.20824519583488535,-0.0037854069125885987,14,21,96,1
1774,151,08-10-A,24.5,-0.4274846415853366,0.19784809883831217,-0.0036011182661122494,21,28,96,1
1775,151,08-10-A,31.5,-0.13553475408734839,0.19485857750185492,-0.0011592574456215404,28,35,96,1
1776,151,08-10-A,38.5,-0.564485753562596,0.185033848579552,-0.005084526947330446,35,42,96,1
1777,151,08-10-A,45.5,0.023594709356060214,0.19306790121527276,0.00020368230734318926,42,49,96,1
1778,151,08-10-A,52.5,2.3478012291326587,0.20471767071861402,0.019114139169416802,49,56,96,1
1779,151,08-10-A,59.5,0.6276089260046767,0.22495913655962987,0.00464979948212592,56,63,96,1
1780,151,08-10-A,66.5,1.6533960505977099,0.24786414080813227,0.011117623046823177,63,70,96,1
1781,151,08-10-A,73.5,1.9848432892487595,0.25408569570919387,0.013019513513008174,70,77,96,1
1782,151,08-10-A,80.5,1.1286022348886935,0.28464801696823067,0.00660817435107734,77,84,96,1
1783,151,08-10-A,87.5,9.00238093224135,0.34929615744380665,0.04295486194352432,84,91,96,1
1784,152,08-13-AHH,3.5,5.153475602236265,0.07434783263684465,0.1155262460128607,0,7,86,1
1785,152,08-13-AHH,10.5,2.5417999959748045,0.11427433300336887,0.037071608429338064,7,14,86,1
1786,152,08-13-AHH,17.5,2.3963061804395642,0.14592264873440514,0.027369593882133843,14,21,86,1
1787,152,08-13-AHH,24.5,0.20101314867343228,0.16042439975809672,0.00208834762642652,21,28,86,1
1788,152,08-13-AHH,31.5,1.98713195596272,0.1774086571748424,0.018668122773778852,28,35,86,1
1789,152,08-13-AHH,38.5,2.0028084409846203,0.19941815177363026,0.016738767452307204,35,42,86,1
1790,152,08-13-AHH,45.5,1.0124352834126353,0.2370017187805084,0.007119746420842557,42,49,86,1
1791,152,08-13-AHH,52.5,1.604758589910417,0.24741528117403,0.010810155448601429,49,56,86,1
1792,152,08-13-AHH,59.5,-0.8829634864373462,0.24902216392544688,-0.005909537478637784,56,63,86,1
1793,152,08-13-AHH,66.5,6.4032419785248775,0.29480152116551794,0.03620086464281246,63,70,86,1
1794,152,08-13-AHH,73.5,8.873344930122373,0.39742814721891356,0.03721152696495982,70,77,86,1
1795,152,08-13-AHH,80.5,6.691874414905543,0.5465402110709963,0.020406776663307154,77,84,86,1
1796,152,08-13-AHH,87.5,4.904251646657888,0.640584729958306,0.012759830764248505,84,91,86,1
1798,153,08-13-AHT,3.5,10.237007012999245,0.14577682239582976,0.11703971917202953,0,7,101,1
1799,153,08-13-AHT,10.5,5.064279640815657,0.2299523790944645,0.036705278289635566,7,14,101,1
1800,153,08-13-AHT,17.5,2.466482662198635,0.2878013108320269,0.014283480589832911,14,21,101,1
1801,153,08-13-AHT,24.5,-0.9670151651695365,0.28906717826602374,-0.0055754926990224185,21,28,101,1
1802,153,08-13-AHT,31.5,0.5912641667982366,0.28029934490107405,0.0035156709993198593,28,35,101,1
1803,153,08-13-AHT,38.5,-1.1418378805602105,0.27644544455603237,-0.006884045918439028,35,42,101,1
1804,153,08-13-AHT,45.5,-0.8070508124397832,0.2815365552983153,-0.00477765555515301,42,49,101,1
1805,153,08-13-AHT,52.5,2.8050370545159686,0.2857540354692535,0.016360440019156406,49,56,101,1
1806,153,08-13-AHT,59.5,-0.2870881464700181,0.3043415873657759,-0.0015721816011350126,56,63,101,1
1807,153,08-13-AHT,66.5,1.679261499523326,0.3212381358856525,0.0087124436771992,63,70,101,1
1808,153,08-13-AHT,73.5,1.5944082814139082,0.3265246289148451,0.008138274728375423,70,77,101,1
1809,153,08-13-AHT,80.5,0.02896202169330247,0.3472632012653204,0.00013900129924398246,77,84,101,1
1810,153,08-13-AHT,87.5,12.172597338613388,0.44511633000909756,0.04557833730927747,84,91,101,1
1812,154,08-13-ATH,3.5,7.566768190840203,0.10002997918455937,0.12607500692166176,0,7,100,1
1813,154,08-13-ATH,10.5,2.977820851921963,0.1494001755532516,0.03321973842951923,7,14,100,1
1814,154,08-13-ATH,17.5,1.1108773277461341,0.1758354143886376,0.010529518296115576,14,21,100,1
1815,154,08-13-ATH,24.5,0.11101954565110193,0.17732765841650686,0.0010434501743127164,21,28,100,1
1816,154,08-13-ATH,31.5,-0.5000747473705308,0.17896715772580385,-0.004657043911716816,28,35,100,1
1817,154,08-13-ATH,38.5,0.24826970769906265,0.16966501246461094,0.002438822478213722,35,42,100,1
1818,154,08-13-ATH,45.5,0.7332992733151331,0.19251700698123028,0.0063483505934848585,42,49,100,1
1819,154,08-13-ATH,52.5,2.095200239312173,0.2049729887159952,0.017036393042461018,49,56,100,1
